linkid,click,pageview,preview,total_events,click_rate
234a46f3-cf12-422c-9a09-790b070dce57,1,2,0,3,50.0
d5d64fc3-df9d-5a4a-9259-1956d7492e85,1,2,0,3,50.0
16c54ced-60e7-43f4-abd2-19477ffe8ffd,1,1,1,3,100.0
173fee7a-9f69-5974-9d52-5368ab0e4090,1,2,0,3,50.0
14553f1b-23ef-5f81-a6e2-fdbdcc8195de,1,2,0,3,50.0
1770ed60-e1e9-5e35-ba0f-cd0f10cc8759,1,2,0,3,50.0
53c0310c-5600-55cd-a73f-687dbd54c907,1,2,0,3,50.0
17bfad03-f24a-5e3f-9102-2ebb734fdcd3,1,2,0,3,50.0
b30206b0-11ef-55a6-bd66-38ab55b63c74,1,2,0,3,50.0
e31eca04-3d46-5974-99cd-a53e7a76b8ae,1,2,0,3,50.0
236f20de-1c6e-5cbd-8df5-51dcdca7bfb3,1,2,0,3,50.0
55f7c3ad-f1ff-56c2-87cc-9de29a1ad82e,1,2,0,3,50.0
14d5ed2d-016c-5387-9382-b905e4dfa130,1,2,0,3,50.0
d547e535-817d-4f1f-9feb-9e25fd600bd2,1,1,1,3,100.0
b1fdf4ba-847b-46a5-9fb4-5f7a34b7b6b7,1,2,0,3,50.0
248cd617-fede-506e-b94c-2623ec61f826,1,2,0,3,50.0
151ec2cc-2538-5738-b77c-29516952f85f,1,2,0,3,50.0
b14dc690-2b44-5fd7-9217-783670f14f5e,0,3,0,3,0.0
d4c1bf0d-3319-5142-9602-ffaee0b92981,1,2,0,3,50.0
e770643f-55e6-5b55-94df-588145ae2f58,1,2,0,3,50.0
9ccf2622-e486-4a91-bb08-a05024101632,1,1,1,3,100.0
9cd95fae-0e95-5e2e-9323-355d8bbfa2a4,1,2,0,3,50.0
9ce5efe3-6ea0-4c61-8a9a-c85e1f8e1ebc,0,2,1,3,0.0
152b4e4b-930b-5b2e-a31a-b2d10e33dc61,1,2,0,3,50.0
249bfa62-18e7-5ddd-b7b4-d2b1722d556a,1,2,0,3,50.0
b29353bd-e15c-5fda-92ce-833380d32e02,1,2,0,3,50.0
e728aa3d-5add-4dbb-a06f-48b0f146969a,1,2,0,3,50.0
9e1a7609-b79b-563a-a534-8e63e4fa6e30,1,2,0,3,50.0
9e27e65e-7093-5c3f-8688-c1542f4e576a,1,2,0,3,50.0
e74d2614-ee00-5cb4-93c2-98858b2dd129,1,2,0,3,50.0
1f7c5701-73db-4fcc-88f5-c30e60f1e0c4,1,2,0,3,50.0
e23ca88e-c7f3-59d5-8694-d81e28118f8d,1,2,0,3,50.0
52a3f45b-2321-5d30-8f5a-a62327eaf810,1,2,0,3,50.0
4e37f9b0-a08a-528a-b687-4f47b3d06895,1,2,0,3,50.0
20b4abf6-577c-591f-9bed-d2f6b78b12a4,1,2,0,3,50.0
ac46fb97-6d1a-5eb6-af8a-6fd8a4e874ef,1,2,0,3,50.0
4913c693-83e9-5891-bdbd-2829fdb9aef9,1,2,0,3,50.0
4e163083-f898-52e3-819e-d44683594e56,1,2,0,3,50.0
dc8fae0c-3c67-55d4-8c4f-7a93db258b80,1,2,0,3,50.0
4df1c33d-9d1f-5159-861e-ff396be673db,1,2,0,3,50.0
4dd25ddf-9741-5fff-8fde-5ffdc8abb501,1,2,0,3,50.0
4d435eb7-7fb5-5457-a94c-78dd68e9c2c6,1,2,0,3,50.0
4d28802d-5484-57d3-899e-c03c1c9c33a0,1,2,0,3,50.0
a91ea78c-d3b8-5581-9bdf-dbf07381498d,1,2,0,3,50.0
dad993d9-3ddb-568d-9dac-0be3e98c0c38,1,2,0,3,50.0
206ea268-516f-5918-8111-c53f25215a15,1,2,0,3,50.0
1ee340d7-5720-5c95-a9ba-347973b1fd21,1,2,0,3,50.0
2016a0f0-f1c0-52ee-975b-e31f4cf005f4,1,2,0,3,50.0
da69c7cf-6f5a-5c3b-a164-17964a437f61,0,3,0,3,0.0
aa284612-9e2a-5716-850b-a020f544e279,1,2,0,3,50.0
4bcb9d25-cc27-5d1b-aa5b-3d1dc38344c5,1,2,0,3,50.0
4a68df86-f2e1-5630-b13b-829a6f863d07,1,2,0,3,50.0
aaf4a2e3-0b5a-590f-b1fc-06e601691e9c,1,2,0,3,50.0
aa4099f9-c0c5-53fd-865d-210209a49f95,1,2,0,3,50.0
139cfcac-d520-5033-92cb-0ed219f6df88,1,2,0,3,50.0
a76f2528-d0f8-5456-9f4c-bcd23fdac489,1,2,0,3,50.0
dd767189-6cc1-4eb3-8b0e-bebbb0fb4336,1,2,0,3,50.0
e06aca8c-e026-5e2e-ae58-f8344d5028bb,1,2,0,3,50.0
d6b67560-e075-5bbf-86e0-9d84078a7186,1,2,0,3,50.0
46ca2e4f-4aad-5462-aeb3-13e2e5fe0f24,1,2,0,3,50.0
a36ca780-7897-588c-aba8-69c0ee0f8a19,1,2,0,3,50.0
1941806b-0030-5a07-9202-0eb097eb0555,1,2,0,3,50.0
51dbbb7f-08f8-45e6-88a7-50356e278862,0,3,0,3,0.0
d6e0167f-42dc-4621-9034-0b1c6a34a95c,1,1,1,3,100.0
19903cf1-e158-475e-9b4e-4c8d13e67780,0,2,1,3,0.0
d7192c70-0072-5696-a668-30d9c5deff8f,1,2,0,3,50.0
a43bf693-3974-5bd8-8864-be4b71a0a141,1,2,0,3,50.0
e00db619-ba2e-5be8-a410-1ac04fb59950,1,2,0,3,50.0
1c9141c9-ee51-5666-9131-09355e80bb6b,1,2,0,3,50.0
ae5d4a58-e285-5c1d-86a2-bd51c16f4cb8,1,2,0,3,50.0
adad0876-def1-4078-9b77-59f85d35930e,1,2,0,3,50.0
502d1479-b068-5df2-a8bb-cf0535291d19,1,2,0,3,50.0
4856aef8-f48a-4882-9744-bc3c5c3f0335,1,1,1,3,100.0
1b1ff98a-5a29-4e1a-be8e-f453e99bbd28,1,1,1,3,100.0
4f76ac43-fdc0-5d2f-a5d6-01ed53a20d5f,1,2,0,3,50.0
4eb74f64-f522-51a2-b66b-3afd85757c6c,1,2,0,3,50.0
a6f7963f-4813-5bbb-b76c-225065dd5f32,1,2,0,3,50.0
4865c42e-7393-57e0-8284-68df835a4208,1,2,0,3,50.0
e83c7b53-c28d-53ee-920b-232168285145,1,2,0,3,50.0
c5fee2cb-eee8-548c-8e58-5e7737f1016c,1,2,0,3,50.0
e84c6c09-f093-5662-a4c7-80b09de410e0,0,3,0,3,0.0
697c270d-d73a-57de-ac12-e8775415150b,1,2,0,3,50.0
0305f7d2-9200-53d0-9152-0fcd739e0cfc,1,2,0,3,50.0
033c7717-32c6-4e14-8e92-7ead24a478f2,1,1,1,3,100.0
7041bf7c-d112-5baa-b126-8ee12265ba18,1,2,0,3,50.0
fb511a0f-320e-5b55-87df-67fa96b8028a,1,2,0,3,50.0
7dff07dc-103b-4134-989f-1dd407379e00,1,2,0,3,50.0
fa9aee11-5922-5ec1-a9a8-6cdbcd1d3993,1,2,0,3,50.0
7f2acd63-5ca2-58f6-9144-9fc006951380,1,2,0,3,50.0
6e7e7633-5b4e-54c3-81b5-f1e99362eac6,1,2,0,3,50.0
fa683afd-266a-55fe-b420-ec5730e09647,1,2,0,3,50.0
04c915d4-53b3-5ed4-8436-defc1e193e4b,1,2,0,3,50.0
f8eaf582-a063-42f0-a879-adcb1f17a355,0,3,0,3,0.0
80927e10-4e0f-5a6c-bd2a-4d5608d0793b,1,2,0,3,50.0
055a3b0e-b711-4943-86b9-b9344ff99c26,1,1,1,3,100.0
f8c82f7c-73b9-5178-ad05-b824964297c7,1,2,0,3,50.0
f861c598-3377-56a1-8e08-71a3697487a3,1,2,0,3,50.0
8236cc07-5880-53aa-9e88-c2554806fe01,1,2,0,3,50.0
83691506-2318-5a15-a7c8-602f055fed59,1,2,0,3,50.0
060360a9-d9db-5081-a6e6-74e4e291ff4f,1,2,0,3,50.0
063f0dd1-b5a3-4aa0-bef7-19184f0a3e7a,0,3,0,3,0.0
848742b1-7265-5641-9a42-b1fbd7c8977e,1,2,0,3,50.0
84dbe979-58e1-5509-9a3d-2093d46e50bf,1,2,0,3,50.0
f7001fa3-f3f1-5108-bd65-5eee50814f31,1,2,0,3,50.0
f6c1ea2c-888b-5c73-ac22-4f791b188f53,1,2,0,3,50.0
69e8fad8-4475-50e5-b0da-6ee0829e2fb1,1,2,0,3,50.0
69c117b8-b4f3-502b-97e3-685198064a37,1,2,0,3,50.0
7ce9621f-75fc-5268-aa16-a9925983666d,1,2,0,3,50.0
7109b538-5e4b-450e-8d12-6a4225678532,1,2,0,3,50.0
02cb5039-1d52-558e-a1a1-76073c52ab10,1,2,0,3,50.0
01a8d06f-b2b4-4cf3-a0e1-f4a84f49f1ab,1,2,0,3,50.0
fffc17a7-f935-5d3e-bd3e-d761fd80d479,1,2,0,3,50.0
ffaf4f1b-ae3a-5578-bbc2-a55379fed15d,0,3,0,3,0.0
7710e386-a483-5309-898c-e0a4ce04ed45,1,2,0,3,50.0
008dc615-0805-5f3b-835b-40f134c57f56,1,2,0,3,50.0
7804a0d6-8bc1-5c4b-ac34-36bf5ed5884d,1,2,0,3,50.0
785e41b7-cce8-568b-a075-0f84edb46310,1,2,0,3,50.0
791be96f-f4f2-5271-a471-3ef074c0897a,1,2,0,3,50.0
fe1eac4d-bbfb-5e2b-b0e8-bdef4afc0acd,1,2,0,3,50.0
0168cd26-9c43-4591-8f47-2d6041ebc793,1,2,0,3,50.0
01738a09-e36b-425e-98c1-3266af312635,1,2,0,3,50.0
73f255fe-7232-5a2b-80a5-6a4b702770fb,1,2,0,3,50.0
fd3ae34b-f635-5948-997e-f70d16c1b848,1,2,0,3,50.0
fc695683-18f5-5094-98bd-d8c4883ac395,1,2,0,3,50.0
fd1eb76a-9d7a-4357-b5b7-6b3863f9ed75,0,3,0,3,0.0
73030426-f9be-46bf-b966-a49d8a0edab2,1,1,1,3,100.0
72acb731-153f-5e10-a627-974dc7b11065,1,2,0,3,50.0
72a69549-bdde-4964-a500-42b33ba8f3a5,1,1,1,3,100.0
7b1c1082-8500-5f05-a374-a6ecdc7610ff,0,3,0,3,0.0
7b9156d7-be0f-4b5f-bf03-f79cc5aa8d41,1,1,1,3,100.0
028ab79b-048d-4e96-a930-f08356783049,1,1,1,3,100.0
fc8ea45a-7cf4-4688-8af6-68dbce031828,1,2,0,3,50.0
714c9139-05ce-5730-bd23-1f26987185c8,1,2,0,3,50.0
7c2fd5e8-dc1f-5eef-a998-611d7f8d0dd6,1,2,0,3,50.0
7c326d4d-9ea2-557c-a2cb-3706d8843528,0,3,0,3,0.0
86971da4-c0d6-5e6e-8817-eb4b7353babc,1,2,0,3,50.0
86b63f7f-5e1b-40e2-bfec-ead7fd839aa5,1,2,0,3,50.0
997ba45a-3c5c-5bff-a0ce-d787944d12ba,1,2,0,3,50.0
86fb1252-a536-52ae-b9fe-c584803a215c,1,2,0,3,50.0
0e839351-281f-5d83-85da-5293598dab8d,1,2,0,3,50.0
ed8fd031-3b65-51e3-bbe7-3d660d3dfe45,1,2,0,3,50.0
0fa84e18-0672-5e5b-8c18-9978203a78a9,1,2,0,3,50.0
92157233-9e1f-52d7-93bc-212302a1d827,1,2,0,3,50.0
ec12824a-774c-4f2e-9610-015f8dc6b64d,1,2,0,3,50.0
60214b6b-e809-506c-a161-4151ffaa5e2b,1,2,0,3,50.0
1103b3b8-ab01-5da9-a9aa-d6c890ba97a4,1,2,0,3,50.0
5fd71447-bb3f-455e-bd0b-bb26935c3794,1,1,1,3,100.0
eb4a0728-40f0-53b0-bf23-a13f39c63ef5,1,2,0,3,50.0
eb092fe4-2c58-5354-88af-8577993a8fb6,1,2,0,3,50.0
94daf5e2-045a-5272-8190-7f4fdcfccced,1,2,0,3,50.0
5edc3dcc-2f0e-5f7c-b7e2-4b72e1508694,1,2,0,3,50.0
4323612f-1881-4184-9abf-20e8225aaa22,1,2,0,3,50.0
5e7c142f-da11-5bbd-8bc8-a6193581571f,1,2,0,3,50.0
5e441d60-d505-52fa-87c3-82122778f385,1,2,0,3,50.0
ea8af1a8-b4db-51ff-b953-e2bd1facc1ea,1,2,0,3,50.0
97a668f9-3962-533f-94c0-1f1ffc2b64f1,1,2,0,3,50.0
5cbe2213-2208-560a-adb0-6f6426ece37a,1,2,0,3,50.0
98566df4-f20b-4edc-9e2b-2a2d41a40664,0,3,0,3,0.0
e92c6c96-409a-59d6-a48f-793d9f19456b,1,2,0,3,50.0
e91129ce-4009-5cd9-84c0-a0ba10543cd4,0,3,0,3,0.0
5c4305a8-ce74-5938-aefa-04360a52f6ee,1,2,0,3,50.0
98c65ee4-fda4-551d-b8d7-c32b1f9bad57,0,3,0,3,0.0
5c01afbb-b3f3-5464-a557-4febcf05a8c6,1,2,0,3,50.0
e8c90a80-549a-5d1f-9d61-fbaf6bc86551,0,3,0,3,0.0
0dc168bb-6cfc-58c4-972b-50032cb47dc5,0,3,0,3,0.0
8fba9e85-0d2e-56f6-8d31-170c7b0faf6e,1,2,0,3,50.0
0d7050f0-caec-5029-94fb-23a7d3a984ce,0,3,0,3,0.0
8b4ea743-f619-59f4-95e3-a426c1b88df3,1,2,0,3,50.0
87d05b4b-7c00-54b5-9ef3-478901594e9d,1,2,0,3,50.0
086eb77b-9b66-5fe1-8763-b65a91650ddf,0,3,0,3,0.0
88bd9e39-a99e-5f6e-86ab-6b35baecad79,1,2,0,3,50.0
f4f5f614-f2b1-5378-84e9-60a88d5bc661,1,2,0,3,50.0
89094342-9da1-505f-aaef-283ba71008d5,0,3,0,3,0.0
6740777f-117d-5498-857b-1519b0a3d2bd,1,2,0,3,50.0
f3c4ada6-f1a0-5409-8599-9255e79e7c10,1,2,0,3,50.0
f2c80aa4-5a06-598e-bf04-f5bae24f7836,1,2,0,3,50.0
6609155a-3810-5c46-ab42-f8be8dca3ad0,1,2,0,3,50.0
65ed6dd2-6453-51ab-96c0-4ea6118999be,1,2,0,3,50.0
f2ab15eb-47a4-4300-9ab1-331b5307f066,0,3,0,3,0.0
8b708bed-c211-556b-8548-59f947d8f05a,1,2,0,3,50.0
8f208516-6237-5729-b06e-3cef634ac151,1,2,0,3,50.0
f1e02af2-4b75-5a62-a46a-2cb6c557894a,1,2,0,3,50.0
8c16f2e2-ad64-4018-8f5e-c9e37e04c42b,1,1,1,3,100.0
8c307524-e67d-4c5d-bf0c-512101c3c876,1,2,0,3,50.0
0ba47c5e-c74d-5748-8f9f-75352b4bdae6,1,2,0,3,50.0
0c0114cc-6ede-5161-8fa7-5245c206bc9d,1,2,0,3,50.0
8ceed6d9-d13f-464c-9504-aabd31325299,1,2,0,3,50.0
0c5021a1-5f08-42c1-ba6b-20a0cf34219c,1,2,0,3,50.0
ef79525a-c957-489b-90fe-018be75629f2,1,2,0,3,50.0
63a762e2-ade9-589d-9884-158810b7a46a,0,3,0,3,0.0
0c6e1bb2-dd35-5533-83b8-0afbee39e385,1,2,0,3,50.0
6319316a-1a2e-45db-a981-800755509b20,1,1,1,3,100.0
9614faa9-189b-5d68-b724-8c6a2fa6af8b,1,2,0,3,50.0
e3ab5218-7341-5cf9-a9eb-f82e0b0bbca1,1,2,0,3,50.0
fffd0045-29de-522b-b5d8-35786363bf07,1,2,0,3,50.0
3de34558-5a86-44bd-bc6f-f66da35ae414,1,2,0,3,50.0
b86d7a68-316a-51d6-b026-6d8613104cde,1,2,0,3,50.0
3e7fb196-61dc-4d8e-b296-925e9c9c778e,2,1,0,3,200.0
27ec5e3a-421c-44f6-8dbf-6d723a312f77,0,2,1,3,0.0
b7d43753-2a0a-55e4-b5a0-2d845cca7eb4,1,2,0,3,50.0
cab9a7ad-ba49-44e9-85bf-8d6d817054b8,1,2,0,3,50.0
b74346d1-223a-5379-95e8-afc8bff1a508,1,2,0,3,50.0
2e0f98ff-8f22-580f-ba49-04f23b398eb3,1,2,0,3,50.0
b71fd17d-5fa3-54e9-b929-2244c679fedb,1,2,0,3,50.0
c1cb8f24-8a17-53c6-8b3e-d19066445aea,1,2,0,3,50.0
b684d66c-12cf-46a0-adfd-2e504a04c7ef,1,2,0,3,50.0
34c93ef1-17f1-57e3-b6b9-82769e879df0,1,2,0,3,50.0
c95f1da3-b0d1-454d-8afc-af6707bba924,1,2,0,3,50.0
27440482-9f0a-5235-833f-59c1b11c03ba,1,2,0,3,50.0
b5a4eeae-d433-44f6-9495-23e7996e5c2f,1,2,0,3,50.0
40267db8-6ba7-5e60-b97a-a82ad3287804,0,3,0,3,0.0
403080b5-023e-5c00-9a66-ca7ce8b0c9c7,1,2,0,3,50.0
b59a41ea-04ae-532a-b9f9-33b65490fc5f,0,3,0,3,0.0
b566e037-15eb-5c5d-a2fd-913bd36b9161,1,2,0,3,50.0
b547bb54-c658-5115-a8e4-509c9257bcd0,1,2,0,3,50.0
337fde4f-19af-562f-9850-b4639c80044a,1,2,0,3,50.0
33606eec-2c07-5af2-8082-d25dcdad8d49,1,2,0,3,50.0
40db0985-7a95-5d40-8137-b4c035f3f75a,1,2,0,3,50.0
b5028c22-02d1-550b-bbbd-125b126526bd,1,2,0,3,50.0
266fd1f7-e06b-5a61-a5b4-6a73a8761878,1,2,0,3,50.0
32fc67b7-d3cf-40eb-ad0b-13e369481a37,0,1,2,3,0.0
c7cb6477-ad28-5edb-a3b4-19c7daa83644,1,2,0,3,50.0
3056ed4a-9253-46fc-8be9-b0dd9fde77d2,1,2,0,3,50.0
2cc7634d-8af7-5787-b902-9ed146d1ecb8,1,2,0,3,50.0
cf9dd860-4190-56b9-8213-f1e6a833cbff,1,2,0,3,50.0
32b195c6-9721-4f34-bf74-7dbd80a058bf,1,2,0,3,50.0
2c802e7e-209e-5df7-af82-8c891d251958,1,2,0,3,50.0
39cb03d7-b34e-57b7-ab9f-4f61d96fdf10,1,2,0,3,50.0
39a0fd5f-de88-5a9a-960e-8bc221b73615,1,2,0,3,50.0
bc67470a-4afb-5e5a-aab6-7c6fc9e26bde,1,2,0,3,50.0
3999d4fe-dd6f-5a25-b68c-96cb79a8d364,1,2,0,3,50.0
3a297346-bfa5-5524-b48b-24d8747fa176,1,2,0,3,50.0
bd8e2aea-ef9a-5cb8-93b2-9064615e8b5d,0,3,0,3,0.0
396c1a89-1b7a-5588-988b-735db54addeb,1,2,0,3,50.0
2b156118-a9ee-5d07-9bcc-4b5eb901f21c,1,2,0,3,50.0
cdb003c3-0427-5817-8a1a-92c5f37385c3,1,2,0,3,50.0
2b888521-356f-4563-ab93-d96464d74441,1,2,0,3,50.0
3a544580-8224-4cba-9e36-b085db399631,1,2,0,3,50.0
3a75f0ca-9fbe-5fbd-99de-b490b2095bc6,1,2,0,3,50.0
bbe2c5e4-cffd-43a9-a7e9-d580a3719bfc,1,2,0,3,50.0
2a79a739-d85d-531a-ac21-e5da7ed494a7,1,2,0,3,50.0
cce9ad49-1fbb-55bc-b3cf-95d56cb1f6f7,0,3,0,3,0.0
ce76b59e-aea4-58f1-ac63-16d2ef527140,1,2,0,3,50.0
cf0a70bc-7d56-553b-98e1-d42ec96a56cd,1,2,0,3,50.0
2c0b22a5-e6ff-55ab-8c23-7f958e8bcfd8,0,3,0,3,0.0
bea46536-81b9-5ea9-bded-51774a847a72,1,2,0,3,50.0
2c0c1f40-3c94-5714-8855-78355a76b48e,1,2,0,3,50.0
cf234b25-0974-53c0-9914-f139d2f0e326,1,2,0,3,50.0
2915618f-b5fc-57d3-8faf-c088a0f30d4b,0,3,0,3,0.0
ba730bc8-149a-527d-ad21-e71a68eb1bc1,1,2,0,3,50.0
3d37fac3-d9a7-4fa9-9138-207fcc54ec6a,0,3,0,3,0.0
377e7d76-7426-5ebf-acf6-9ca26da5cd1d,1,2,0,3,50.0
cc0184df-5872-58a9-9209-130be25fa432,1,2,0,3,50.0
3d76b5f1-065c-5a6d-b6c5-1c0b324d62f4,1,2,0,3,50.0
d29604d0-3fc2-5697-be6f-01767757f526,1,2,0,3,50.0
c13c6601-e2fa-4eef-8c0e-82d36f44296e,0,3,0,3,0.0
42cdfe19-a3fd-51ef-8891-bf65851493ae,1,2,0,3,50.0
315ae17c-cf89-57e7-958e-e49fdeec5110,0,3,0,3,0.0
41249b5b-1fa1-5324-81ba-2796c9cb3c44,1,2,0,3,50.0
c4a959ff-f5b4-5aad-baf5-27ef67083252,1,2,0,3,50.0
b4c09f17-c750-53f4-80a2-138c1e8f45e2,1,2,0,3,50.0
309e47b2-7242-5a5f-9a77-a4f6f16f03dd,1,2,0,3,50.0
c5a58002-7c71-5dc6-8e12-beb448e5494a,1,2,0,3,50.0
d3bc40a1-9be7-47ae-8f20-5a4c1d63eca7,1,1,1,3,100.0
25f0ad08-ad42-55ac-ad77-6413bc555028,1,2,0,3,50.0
b367eebc-6593-55c5-b347-e86f9e6d1b57,1,2,0,3,50.0
4208301c-3958-58f7-917b-0935a687568b,1,2,0,3,50.0
323f7ffa-1ff1-444d-b55c-b2bdcf291a82,1,2,0,3,50.0
313d4bd7-ee51-5174-a566-65a884675d0b,1,2,0,3,50.0
421b9f37-d01d-5287-ad0a-af2de93132c4,1,2,0,3,50.0
4242ad00-13af-5dc2-9d10-9c9d12528614,0,3,0,3,0.0
cc172576-975d-46b1-91d0-efbb617577e7,0,1,1,2,0.0
bf5a7c04-be18-5838-9f0f-cf9df9d52a9b,1,1,0,2,100.0
8b91ad9a-0c36-5f68-8c74-86fba33c3fe6,1,1,0,2,100.0
8b7419eb-8ca6-5c68-9a15-05edd264352c,1,1,0,2,100.0
8b8ed5e0-f941-538e-9a23-68fb5074aa0b,1,1,0,2,100.0
7b1423d8-6fb9-50d4-bf16-3115f28efd9a,0,2,0,2,0.0
bf77b14a-3572-5897-9d16-5712c979ee77,1,1,0,2,100.0
f23da842-ff45-5252-8523-58a6f2129017,0,2,0,2,0.0
8c211cc1-9dd9-5ce0-bcd0-de868c90a0eb,1,1,0,2,100.0
bfb645b5-a947-5c2f-87f0-e9e63f686555,1,1,0,2,100.0
f276c250-6db8-5189-90cd-1d1c3aaeb9b7,0,2,0,2,0.0
77de3c0a-5a97-55ce-9398-c42d4cdcc239,1,1,0,2,100.0
8b16619a-7658-56ec-854e-56cf4b8aec6c,1,1,0,2,100.0
f2ac1bad-5c2e-5254-98db-9d3e46796b20,0,2,0,2,0.0
bf11ab13-ab2a-5ad8-b87d-03bbc4855630,1,1,0,2,100.0
bf110b8f-d120-5096-b565-fe7f7b216db9,1,1,0,2,100.0
ff5b5372-fa86-5483-9980-a9b82f452caf,1,1,0,2,100.0
beed3e87-c67a-59f7-a5ec-d77a8a08d319,1,1,0,2,100.0
8d516726-cd3a-5b93-b840-eb01277be51d,1,1,0,2,100.0
779e76c7-f6b7-400e-9590-4b3942ab175b,0,2,0,2,0.0
efcbd6f1-1be5-5ffa-8082-f38189f02f0f,1,1,0,2,100.0
f0577a98-f371-5a53-9ffe-b8fb7f767dd0,1,1,0,2,100.0
8cfb7e17-ceeb-5b02-8b0e-f70493414a6c,1,1,0,2,100.0
c6962512-bfe5-502d-9105-641b210da571,1,1,0,2,100.0
beec3dad-43c0-5b72-9a71-58320fd32d7f,1,1,0,2,100.0
f07f93c5-b295-539c-b20f-1006ecbd787d,0,2,0,2,0.0
8ca0cc44-0fa4-5784-b096-5c5baf9b35f8,1,1,0,2,100.0
f1b5c380-0814-599d-bb4e-e1cbae87671d,1,1,0,2,100.0
8c7dce2a-58e7-5811-bb78-5233939247a4,1,1,0,2,100.0
8c646478-fdc9-5410-89cd-15385794cf84,1,1,0,2,100.0
f0996b01-0a9b-5a48-abbc-fa43a9e5dcdb,1,1,0,2,100.0
8c61a47f-f306-51b2-84cd-ab9be1a7a437,0,2,0,2,0.0
8c572e3e-6528-5d45-ae73-e9099409ea6d,1,1,0,2,100.0
f0ccd546-22b2-5966-9a9d-89aad69fe07d,1,1,0,2,100.0
bef8adf8-1050-514d-9087-8c67ff6e1330,1,1,0,2,100.0
8b0ee1ce-8354-562e-b9c2-a7f8cbae1bc4,1,1,0,2,100.0
ff33903e-d473-5d83-b012-9bdec344dea2,1,1,0,2,100.0
8ae976a4-85b3-574c-9224-2e486a26c489,1,1,0,2,100.0
f2b2085d-39db-54f7-a501-ff1459aea204,1,1,0,2,100.0
8b0bb24b-de7c-59f5-9446-14a527f50636,1,1,0,2,100.0
f3bdc027-1809-5030-922a-e21f0268c5b9,1,1,0,2,100.0
feb22df5-8226-5c97-af3f-1a20b3d976b5,1,1,0,2,100.0
f471ede7-0c78-5955-846e-593815a3433c,1,1,0,2,100.0
c04964bd-6af2-50fa-bf2c-616e6341167b,1,1,0,2,100.0
897c7f4c-8977-5c4e-a8d9-1f62e91f6645,1,1,0,2,100.0
8967b835-b607-582a-82d5-d2f02d7ade23,1,1,0,2,100.0
895f9bb6-17f4-505d-8fe3-be8f0420a109,1,1,0,2,100.0
cbd7ab30-6fc8-54be-9364-cd06af9b3920,1,1,0,2,100.0
f48d274a-3f55-5ab4-bfcf-3dfc2f293ffd,0,2,0,2,0.0
88ff72c8-0b3b-590c-9e28-a72480af5a0c,1,1,0,2,100.0
88eda960-3099-593e-959a-fa9dd9aaff37,1,1,0,2,100.0
88eb2232-eca3-444c-b6c7-44d1332bb588,0,2,0,2,0.0
88d2d85f-6239-5e93-b1c4-30a247f394c9,1,1,0,2,100.0
cbcda1a7-e10b-5d7f-82e2-516661df1e94,1,1,0,2,100.0
f5270842-28fb-5ab0-a7d4-f05a2410f14c,1,1,0,2,100.0
cbaf45ec-3cd0-5194-8a6c-a0c703314523,1,1,0,2,100.0
f556f794-2b41-5953-85da-ae49f0784e34,1,1,0,2,100.0
f38f35d5-7e7d-56ae-902d-716df5816371,1,1,0,2,100.0
89ab99ef-fff3-5715-bc4e-82dab5e3bf89,1,1,0,2,100.0
89ae12e3-e595-524b-af63-f805d266a421,1,1,0,2,100.0
8a46360b-4ae7-5626-b71d-3ddf358e9812,1,1,0,2,100.0
8aff7adf-7ca8-57c6-9024-b5a3322fd312,1,1,0,2,100.0
778ba088-6568-5ad8-a7a6-dd26e9a4dbfb,1,1,0,2,100.0
cbdffa7b-4a9d-5564-8b7e-f2647e23b59a,1,1,0,2,100.0
c00307b1-cfd5-5a49-b47c-8582f4cf41fa,1,1,0,2,100.0
8adfde54-1904-5cab-baef-e2c2bcc5475a,1,1,0,2,100.0
f2e3c9cf-3af0-51bf-b5c0-a46ab0ebb67c,1,1,0,2,100.0
8a8553c8-4f20-5556-b16f-42275348d783,1,1,0,2,100.0
8a27b299-ccce-5767-ade1-899215b70c25,0,2,0,2,0.0
f345a5ac-12b9-5302-8898-4f43a85d846b,1,1,0,2,100.0
f2ff200d-ac14-5c64-a9ef-2a5aa35ce827,1,1,0,2,100.0
f30014ca-0aa0-57a7-8a89-5da35585e5af,1,1,0,2,100.0
8a031555-53f2-5435-abe7-fd189e612026,1,1,0,2,100.0
89fdf16c-f06a-5c85-b1e9-da7ff885f1ca,1,1,0,2,100.0
c017228a-345f-5831-b6f6-532578306708,1,1,0,2,100.0
c5675013-a55a-5bfa-bb63-ce43be257438,1,1,0,2,100.0
89bb61c5-faf3-5495-bfc3-0fbc4763a228,1,1,0,2,100.0
778fe139-b5be-5224-8b42-67b4ee351146,1,1,0,2,100.0
8dbbfe2d-51a3-595a-9768-6526d967bb15,1,1,0,2,100.0
be94f82e-c79c-5782-83e4-9704685960de,1,1,0,2,100.0
926555c5-e4e8-5ece-bf48-98e8121122eb,1,1,0,2,100.0
ebf2998a-c0cb-55d7-8031-dcccd02b51dd,1,1,0,2,100.0
bd8c9867-9a04-533c-9960-17f615efcaac,1,1,0,2,100.0
ec201a3e-0a1d-57ff-9803-b76fc482c38e,1,1,0,2,100.0
fff38ca0-8043-50cd-a5f1-f65ebb7105c5,1,1,0,2,100.0
ffd73f8e-4481-57d7-8285-9b76993b83aa,1,1,0,2,100.0
920b9a31-49ca-5709-8bf7-d0d4ca4553d1,1,1,0,2,100.0
